ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
NC_047724.1_1	273	381	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2574	0.1780	NC_047724.1
NC_047724.1_2	485	785	+	654	unknown function	DNA, RNA and nucleotide metabolism	3.5552	0.2014	NC_047724.1
NC_047724.1_3	800	986	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	7.9347	0.3410	NC_047724.1
NC_047724.1_4	1092	1380	+	654	unknown function	integration and excision	1.4013	0.1968	NC_047724.1
NC_047724.1_5	1379	1706	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.2272	0.2404	NC_047724.1
NC_047724.1_6	1721	2015	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.9484	0.2054	NC_047724.1
NC_047724.1_7	2018	2276	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_8	2353	2593	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_9	2603	2951	+	3522	unknown function	integration and excision	1.0269	0.1885	NC_047724.1
NC_047724.1_10	3156	3495	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.2783	0.2296	NC_047724.1
NC_047724.1_11	3473	3632	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.3195	0.2972	NC_047724.1
NC_047724.1_12	3645	3759	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.3385	0.2031	NC_047724.1
NC_047724.1_13	3805	4114	+	2601	unknown function	DNA, RNA and nucleotide metabolism	2.6575	0.1900	NC_047724.1
NC_047724.1_14	4132	4330	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.4633	0.2114	NC_047724.1
NC_047724.1_15	4319	4607	+	3164	unknown function	DNA, RNA and nucleotide metabolism	2.3101	0.2078	NC_047724.1
NC_047724.1_16	4656	4848	+	3388	other	NA	NA	NA	NC_047724.1
NC_047724.1_17	4834	4930	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0471	0.1779	NC_047724.1
NC_047724.1_18	4956	5097	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.7555	0.1640	NC_047724.1
NC_047724.1_19	5164	5653	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_20	5811	5979	+	3325	other	NA	NA	NA	NC_047724.1
NC_047724.1_21	6048	6180	+	3837	unknown function	DNA, RNA and nucleotide metabolism	2.4337	0.1749	NC_047724.1
NC_047724.1_22	6198	6324	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.4633	0.1982	NC_047724.1
NC_047724.1_23	6345	6669	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.3436	0.2254	NC_047724.1
NC_047724.1_24	6768	7005	+	3480	unknown function	integration and excision	1.0866	0.1752	NC_047724.1
NC_047724.1_25	7083	7554	+	2543	unknown function	DNA, RNA and nucleotide metabolism	1.1787	0.2026	NC_047724.1
NC_047724.1_26	7612	7786	+	3789	unknown function	DNA, RNA and nucleotide metabolism	1.6265	0.1836	NC_047724.1
NC_047724.1_27	7785	8055	+	3549	unknown function	head and packaging	1.0091	0.1715	NC_047724.1
NC_047724.1_28	8139	8319	+	4863	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_29	8403	8505	+	22992	unknown function	moron, auxiliary metabolic gene and host takeover	5.4404	0.2269	NC_047724.1
NC_047724.1_30	8546	8669	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.1822	0.1881	NC_047724.1
NC_047724.1_31	8652	8889	-	2884	unknown function	moron, auxiliary metabolic gene and host takeover	7.7769	0.3336	NC_047724.1
NC_047724.1_32	8890	9376	-	7534	unknown function	DNA, RNA and nucleotide metabolism	1.3297	0.2599	NC_047724.1
NC_047724.1_33	9388	9796	-	5770	unknown function	moron, auxiliary metabolic gene and host takeover	9.0712	0.5203	NC_047724.1
NC_047724.1_34	9795	10227	-	4355	unknown function	moron, auxiliary metabolic gene and host takeover	8.7548	0.4467	NC_047724.1
NC_047724.1_35	10229	10421	-	4249	unknown function	moron, auxiliary metabolic gene and host takeover	9.6269	0.7343	NC_047724.1
NC_047724.1_36	10417	10903	-	3619	unknown function	moron, auxiliary metabolic gene and host takeover	9.3235	0.5976	NC_047724.1
NC_047724.1_37	10895	11327	-	2349	unknown function	DNA, RNA and nucleotide metabolism	2.4405	0.1802	NC_047724.1
NC_047724.1_38	11340	11883	-	4045	unknown function	DNA, RNA and nucleotide metabolism	6.5596	0.2617	NC_047724.1
NC_047724.1_39	11894	12383	-	1017	unknown function	DNA, RNA and nucleotide metabolism	9.6195	0.7306	NC_047724.1
NC_047724.1_40	12395	12794	-	3857	unknown function	DNA, RNA and nucleotide metabolism	4.6570	0.1996	NC_047724.1
NC_047724.1_41	12790	13498	-	246	other	NA	NA	NA	NC_047724.1
NC_047724.1_42	13597	14152	-	2981	unknown function	DNA, RNA and nucleotide metabolism	1.6007	0.1828	NC_047724.1
NC_047724.1_43	14167	14485	-	4178	tail	NA	NA	NA	NC_047724.1
NC_047724.1_44	14553	14667	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.1122	0.1636	NC_047724.1
NC_047724.1_45	14675	14852	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.4080	0.1640	NC_047724.1
NC_047724.1_46	14848	14977	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.5100	0.1524	NC_047724.1
NC_047724.1_47	15054	15255	-	27748	unknown function	DNA, RNA and nucleotide metabolism	1.2621	0.1813	NC_047724.1
NC_047724.1_48	15254	15356	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.1823	0.1584	NC_047724.1
NC_047724.1_49	15470	16019	-	2948	unknown function	moron, auxiliary metabolic gene and host takeover	8.2163	0.3592	NC_047724.1
NC_047724.1_50	16022	16241	-	3686	unknown function	moron, auxiliary metabolic gene and host takeover	7.4778	0.2839	NC_047724.1
NC_047724.1_51	16241	16436	-	3950	unknown function	DNA, RNA and nucleotide metabolism	1.5694	0.2061	NC_047724.1
NC_047724.1_52	16425	17163	-	3464	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_53	17225	17330	-	5230	unknown function	moron, auxiliary metabolic gene and host takeover	7.7801	0.3112	NC_047724.1
NC_047724.1_54	17341	17581	-	3697	unknown function	moron, auxiliary metabolic gene and host takeover	5.6770	0.2181	NC_047724.1
NC_047724.1_55	17582	17972	-	28554	other	NA	NA	NA	NC_047724.1
NC_047724.1_56	18070	18244	-	3504	other	NA	NA	NA	NC_047724.1
NC_047724.1_57	18284	18767	-	3319	unknown function	DNA, RNA and nucleotide metabolism	1.4459	0.2048	NC_047724.1
NC_047724.1_58	18816	19359	-	3635	unknown function	DNA, RNA and nucleotide metabolism	1.3463	0.1842	NC_047724.1
NC_047724.1_59	19358	19892	-	3702	unknown function	DNA, RNA and nucleotide metabolism	1.0247	0.2150	NC_047724.1
NC_047724.1_60	19894	20059	-	152	transcription regulation	NA	NA	NA	NC_047724.1
NC_047724.1_61	20061	20340	-	3751	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_62	20339	21185	-	1909	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_63	21196	22315	-	249	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_64	22338	22440	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0179	0.1620	NC_047724.1
NC_047724.1_65	22467	22794	-	2861	unknown function	DNA, RNA and nucleotide metabolism	1.1132	0.1919	NC_047724.1
NC_047724.1_66	22786	23203	-	2708	other	NA	NA	NA	NC_047724.1
NC_047724.1_67	23335	23638	-	715	other	NA	NA	NA	NC_047724.1
NC_047724.1_68	23637	23826	-	3048	unknown function	DNA, RNA and nucleotide metabolism	1.3921	0.2058	NC_047724.1
NC_047724.1_69	23869	24031	-	2966	unknown function	DNA, RNA and nucleotide metabolism	1.1265	0.2021	NC_047724.1
NC_047724.1_70	24030	26079	-	3200	unknown function	DNA, RNA and nucleotide metabolism	2.9528	0.1969	NC_047724.1
NC_047724.1_71	26156	26420	-	2811	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_72	26436	26610	-	1274	lysis	NA	NA	NA	NC_047724.1
NC_047724.1_73	26616	27195	-	2642	unknown function	lysis	3.0229	0.3638	NC_047724.1
NC_047724.1_74	27187	27814	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_75	27806	28703	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_76	28702	28927	-	3093	unknown function	lysis	4.5056	0.2393	NC_047724.1
NC_047724.1_77	28995	29736	-	170	other	NA	NA	NA	NC_047724.1
NC_047724.1_78	29787	30402	-	2995	unknown function	DNA, RNA and nucleotide metabolism	2.3726	0.2266	NC_047724.1
NC_047724.1_79	30417	30843	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_80	30832	31024	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	8.6455	0.4257	NC_047724.1
NC_047724.1_81	31046	31688	-	2896	unknown function	DNA, RNA and nucleotide metabolism	2.7331	0.2026	NC_047724.1
NC_047724.1_82	31677	31908	-	3	transcription regulation	NA	NA	NA	NC_047724.1
NC_047724.1_83	31910	32138	-	2770	unknown function	lysis	1.0522	0.2236	NC_047724.1
NC_047724.1_84	32247	32940	-	3310	other	NA	NA	NA	NC_047724.1
NC_047724.1_85	33126	33762	-	374	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_86	33828	34620	-	200	other	NA	NA	NA	NC_047724.1
NC_047724.1_87	34619	34928	-	3667	unknown function	lysis	1.0537	0.2551	NC_047724.1
NC_047724.1_88	35040	35670	-	833	lysis	NA	NA	NA	NC_047724.1
NC_047724.1_89	35905	35995	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.1032	0.1723	NC_047724.1
NC_047724.1_90	35940	36441	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_91	36533	36635	+	No_PHROG	unknown function	lysis	3.6660	0.1838	NC_047724.1
NC_047724.1_92	36600	37404	-	635	lysis	NA	NA	NA	NC_047724.1
NC_047724.1_93	37403	37907	-	962	lysis	NA	NA	NA	NC_047724.1
NC_047724.1_94	37991	38177	-	987	unknown function	DNA, RNA and nucleotide metabolism	2.5490	0.1991	NC_047724.1
NC_047724.1_95	38239	38368	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.1768	0.2616	NC_047724.1
NC_047724.1_96	38578	38683	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.8773	0.4742	NC_047724.1
NC_047724.1_97	38852	38975	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.7812	0.4530	NC_047724.1
NC_047724.1_98	39365	39473	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3396	0.6050	NC_047724.1
NC_047724.1_99	39473	39644	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4746	0.6664	NC_047724.1
NC_047724.1_100	39723	39942	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_101	40055	40196	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.8624	0.8906	NC_047724.1
NC_047724.1_102	40419	40629	-	17190	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_103	40641	40974	-	937	other	NA	NA	NA	NC_047724.1
NC_047724.1_104	40941	41034	+	No_PHROG	unknown function	head and packaging	1.1702	0.3675	NC_047724.1
NC_047724.1_105	41345	41612	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.7943	0.8330	NC_047724.1
NC_047724.1_106	41752	42139	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_107	42116	42395	+	1321	unknown function	head and packaging	4.3846	0.2866	NC_047724.1
NC_047724.1_108	42475	42802	+	1063	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_109	42816	44634	+	675	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_110	44626	45448	+	1917	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_111	45518	45608	+	3863	unknown function	head and packaging	4.6929	0.2356	NC_047724.1
NC_047724.1_112	45604	46084	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_113	46125	47319	+	3094	unknown function	head and packaging	1.8936	0.2253	NC_047724.1
NC_047724.1_114	47394	47745	+	3937	unknown function	head and packaging	1.1848	0.2899	NC_047724.1
NC_047724.1_115	47822	48134	+	1108	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_116	48137	49829	+	12	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_117	50055	50796	+	1028	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_118	50814	51765	+	1133	unknown function	head and packaging	9.3547	0.6097	NC_047724.1
NC_047724.1_119	51880	53272	+	752	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_120	53363	53660	+	1205	unknown function	head and packaging	7.9549	0.3422	NC_047724.1
NC_047724.1_121	53672	54581	+	772	tail	NA	NA	NA	NC_047724.1
NC_047724.1_122	54594	55473	+	1004	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_123	55472	56093	+	1127	connector	NA	NA	NA	NC_047724.1
NC_047724.1_124	56111	56948	+	1000	tail	NA	NA	NA	NC_047724.1
NC_047724.1_125	56949	57165	+	1151	unknown function	head and packaging	8.0180	0.4483	NC_047724.1
NC_047724.1_126	57191	58955	+	279	tail	NA	NA	NA	NC_047724.1
NC_047724.1_127	59027	59384	+	985	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_128	59368	59473	-	No_PHROG	unknown function	head and packaging	7.7227	0.3350	NC_047724.1
NC_047724.1_129	60076	61519	+	7140	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_130	61565	61706	+	2701	unknown function	head and packaging	3.9353	0.3297	NC_047724.1
NC_047724.1_131	61747	62206	+	1905	unknown function	head and packaging	2.3898	0.3077	NC_047724.1
NC_047724.1_132	62218	62413	+	4320	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_133	62494	62806	+	2754	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_134	62937	63396	+	1038	tail	NA	NA	NA	NC_047724.1
NC_047724.1_135	63439	63976	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_136	64028	68087	+	1047	tail	NA	NA	NA	NC_047724.1
NC_047724.1_137	68165	70592	+	1015	tail	NA	NA	NA	NC_047724.1
NC_047724.1_138	70605	71493	+	2677	tail	NA	NA	NA	NC_047724.1
NC_047724.1_139	71492	74039	+	2204	other	NA	NA	NA	NC_047724.1
NC_047724.1_140	74144	74936	+	1011	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_141	74935	75460	+	1073	unknown function	head and packaging	5.5249	0.2854	NC_047724.1
NC_047724.1_142	75459	76164	+	975	tail	NA	NA	NA	NC_047724.1
NC_047724.1_143	76178	77225	+	6	tail	NA	NA	NA	NC_047724.1
NC_047724.1_144	77245	80305	+	2386	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_145	80415	80937	+	1394	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_146	80957	84416	+	25864	tail	NA	NA	NA	NC_047724.1
NC_047724.1_147	84464	84623	+	1074	unknown function	head and packaging	2.5568	0.2627	NC_047724.1
NC_047724.1_148	84623	86546	+	2665	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_149	86568	86943	+	2671	tail	NA	NA	NA	NC_047724.1
NC_047724.1_150	86949	88326	+	2691	tail	NA	NA	NA	NC_047724.1
NC_047724.1_151	88416	90165	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_152	90176	91790	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_153	91782	93225	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_154	93303	94341	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_155	94340	94718	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.4529	0.3939	NC_047724.1
NC_047724.1_156	94717	96637	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_157	96636	97233	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_158	97247	98315	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_159	98381	98720	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	7.9756	0.3308	NC_047724.1
NC_047724.1_160	98719	99172	+	1095	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_161	99158	99767	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_162	99783	100176	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_163	100190	102305	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_164	102318	103368	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_165	103385	103715	+	2797	unknown function	moron, auxiliary metabolic gene and host takeover	7.2285	0.2752	NC_047724.1
NC_047724.1_166	103698	104019	+	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_167	104047	104155	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.6078	0.7229	NC_047724.1
NC_047724.1_168	104225	104822	+	15477	other	NA	NA	NA	NC_047724.1
NC_047724.1_169	104831	105137	+	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_170	105212	106085	+	4008	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_171	106250	106763	+	2340	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_172	106898	108242	+	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_173	108307	108403	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.7333	0.2286	NC_047724.1
NC_047724.1_174	108509	109217	+	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_175	109277	109382	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.2971	0.2019	NC_047724.1
NC_047724.1_176	109450	110311	+	2573	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_177	110379	110622	+	3621	unknown function	head and packaging	1.5105	0.1802	NC_047724.1
NC_047724.1_178	110638	111121	+	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_179	111207	112479	+	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_180	112538	113795	+	97	other	NA	NA	NA	NC_047724.1
NC_047724.1_181	113798	114152	+	1089	unknown function	moron, auxiliary metabolic gene and host takeover	1.4338	0.2242	NC_047724.1
NC_047724.1_182	114138	114801	+	1025	transcription regulation	NA	NA	NA	NC_047724.1
NC_047724.1_183	114806	114905	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.6291	0.2369	NC_047724.1
NC_047724.1_184	114928	115561	+	1240	other	NA	NA	NA	NC_047724.1
NC_047724.1_185	115574	116096	+	341	tail	NA	NA	NA	NC_047724.1
NC_047724.1_186	116110	116338	+	1696	tail	NA	NA	NA	NC_047724.1
NC_047724.1_187	116432	116693	+	2673	unknown function	head and packaging	3.5045	0.1921	NC_047724.1
NC_047724.1_188	116696	117452	+	1850	other	NA	NA	NA	NC_047724.1
NC_047724.1_189	117444	118695	+	284	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_190	118708	119077	+	2892	unknown function	moron, auxiliary metabolic gene and host takeover	8.0845	0.3475	NC_047724.1
NC_047724.1_191	119063	119375	+	3644	unknown function	head and packaging	1.4335	0.1977	NC_047724.1
NC_047724.1_192	119438	119975	+	1080	unknown function	head and packaging	2.5272	0.1949	NC_047724.1
NC_047724.1_193	119967	120735	+	984	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_194	120712	121159	+	2356	unknown function	head and packaging	3.0657	0.1847	NC_047724.1
NC_047724.1_195	121158	122022	+	1113	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_196	122393	123125	+	1007	unknown function	head and packaging	6.5608	0.3016	NC_047724.1
NC_047724.1_197	123142	123601	+	1104	head and packaging	NA	NA	NA	NC_047724.1
NC_047724.1_198	123665	124109	+	1303	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_199	124125	124830	+	2726	unknown function	head and packaging	1.9685	0.1783	NC_047724.1
NC_047724.1_200	124891	125290	+	2863	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_201	125436	125679	+	3157	unknown function	head and packaging	1.4584	0.1752	NC_047724.1
NC_047724.1_202	125683	125848	+	6754	unknown function	moron, auxiliary metabolic gene and host takeover	4.9523	0.1937	NC_047724.1
NC_047724.1_203	125834	126014	+	7869	unknown function	head and packaging	1.4514	0.1839	NC_047724.1
NC_047724.1_204	126049	126226	+	3664	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047724.1
NC_047724.1_205	126215	126749	+	3854	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_206	126763	127012	+	4009	unknown function	moron, auxiliary metabolic gene and host takeover	9.6083	0.7195	NC_047724.1
NC_047724.1_207	127023	127200	+	3524	unknown function	moron, auxiliary metabolic gene and host takeover	6.8614	0.2616	NC_047724.1
NC_047724.1_208	127192	127489	+	3128	unknown function	DNA, RNA and nucleotide metabolism	1.1458	0.2100	NC_047724.1
NC_047724.1_209	127527	127719	+	3640	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047724.1
NC_047724.1_210	127731	128100	+	3669	unknown function	moron, auxiliary metabolic gene and host takeover	8.1244	0.3686	NC_047724.1
